CUSEC;Barrio;Distrito;Poblacion;Shape__Are;xcoord;ycoord
4109109011;PARQUE ALCOSA JARDINES DEL EDEN;Este;1398;256248.554;-5.93668;37.40992
4109108025;LAS HUERTAS;San Pablo - Santa Justa;2185;390213.8291;-5.96961;37.39638
4109108002;HUERTA DE SANTA TERESA;San Pablo - Santa Justa;1787;153431.5303;-5.96922;37.38945
4109108034;SAN PABLO D Y E;San Pablo - Santa Justa;985;63494.76563;-5.95917;37.40082
4109108027;SAN JOSE OBRERO;San Pablo - Santa Justa;1021;40511.09375;-5.97611;37.39615
4109110027;BELLAVISTA;Bellavista La Palmera;1925;400383.2729;-5.96672;37.33361
4109110020;ELCANO BERMEJALES;Bellavista La Palmera;1859;116520.0591;-5.98198;37.34677
4109107051;BARRIADA PINO MONTANO;Norte;2251;129080.5107;-5.97035;37.42677
4109107046;CONSOLACION;Norte;2111;145844.8093;-5.9693;37.41546
4109110002;BELLAVISTA;Bellavista La Palmera;1601;112369.3467;-5.96921;37.32657
4109109062;PARQUE ALCOSA JARDINES DEL EDEN;Este;1035;65031.37769;-5.92175;37.40994
4109110016;HELIOPOLIS;Bellavista La Palmera;1781;557209.7036;-5.98385;37.35458
4109110009;BELLAVISTA;Bellavista La Palmera;1922;16867223.61;-5.97306;37.33573
4109109044;COLORES ENTREPARQUES;Este;1842;134160.9426;-5.91708;37.40619
4109109037;PARQUE ALCOSA JARDINES DEL EDEN;Este;2247;800431.2141;-5.93174;37.40739
4109109058;PARQUE ALCOSA JARDINES DEL EDEN;Este;1448;65571.46655;-5.92293;37.40786
4109109051;COLORES ENTREPARQUES;Este;2011;104840.7205;-5.92414;37.39915
4109111001;TABLADA;Los Remedios;2032;22290792.89;-6.00808;37.34433
4109110026;BELLAVISTA;Bellavista La Palmera;1900;255009.6196;-5.96615;37.32877
4109111008;LOS REMEDIOS;Los Remedios;1303;200713.4651;-5.99551;37.37661
4109111006;LOS REMEDIOS;Los Remedios;1886;116647.8811;-5.99814;37.37872
4109109061;COLORES ENTREPARQUES;Este;1216;179515.8569;-5.92688;37.39649
4109109059;COLORES ENTREPARQUES;Este;2073;111894.3826;-5.9198;37.40391
4109110003;BELLAVISTA;Bellavista La Palmera;1450;139471.0615;-5.96783;37.32713
4109110001;BELLAVISTA;Bellavista La Palmera;1741;278723.0605;-5.97056;37.32448
4109109027;TORREBLANCA;Este;1639;355945.7197;-5.91298;37.38703
4109109025;TORREBLANCA;Este;1907;265752.3738;-5.90617;37.38772
4109109036;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1330;65644.7937;-5.94216;37.40083
4109109034;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1944;146230.4333;-5.93716;37.40215
4109111009;LOS REMEDIOS;Los Remedios;774;33334.5791;-5.99485;37.3736
4109110025;ELCANO BERMEJALES;Bellavista La Palmera;2687;536384.6096;-5.97681;37.3424
4109109002;TORREBLANCA;Este;1493;292765.5413;-5.91687;37.38381
4109111016;LOS REMEDIOS;Los Remedios;1371;55361.37207;-6.00157;37.37375
4109109067;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1589;167605.8005;-5.94029;37.40068
4109109060;COLORES ENTREPARQUES;Este;2153;141163.7234;-5.92284;37.4001
4109110018;PEDRO SALVADOR LAS PALMERITAS GUADAIRA;Bellavista La Palmera;2040;352553.2485;-5.97607;37.35485
4109110011;SECTOR SUR LA PALMERA REINA MERCEDES;Bellavista La Palmera;883;472989.3228;-5.98984;37.36645
4109109035;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;979;104632.6431;-5.93879;37.40164
4109109028;COLORES ENTREPARQUES;Este;1973;207175.3816;-5.91671;37.3919
4109109053;COLORES ENTREPARQUES;Este;2239;195338.5493;-5.92523;37.40352
4109109042;PARQUE ALCOSA JARDINES DEL EDEN;Este;1039;133402.6604;-5.9207;37.40838
4109108043;SAN PABLO A Y B;San Pablo - Santa Justa;887;53666.2644;-5.96625;37.39176
