CUSEC;Barrio;Distrito;Población_Total;H_total;M_Total;H_00_Entre_0_y_4_años;H_01_Entre_5_y_9_años;H_02_Entre_10_y_14_años;H_03_Entre_15_y_19_años;H_04_Entre_20_y_24_años;H_05_Entre_25_y_29_años;H_06_Entre_30_y_34_años;H_07_Entre_35_y_39_años;H_08_Entre_40_y_44_años;H_09_Entre_45_y_49_años;H_10_Entre_50_y_54_años;H_11_Entre_55_y_59_años;H_12_Entre_60_y_64_años;H_13_Entre_65_y_69_años;H_14_Entre_70_y_74_años;H_15_Entre_75_y_79_años;H_16_Entre_80_y_84_años;H_17_Entre_85_y_89_años;H_18_Entre_90_y_más_años;M_00_Entre_0_y_4_años;M_01_Entre_5_y_9_años;M_02_Entre_10_y_14_años;M_03_Entre_15_y_19_años;M_04_Entre_20_y_24_años;M_05_Entre_25_y_29_años;M_06_Entre_30_y_34_años;M_07_Entre_35_y_39_años;M_08_Entre_40_y_44_años;M_09_Entre_45_y_49_años;M_10_Entre_50_y_54_años;M_11_Entre_55_y_59_años;M_12_Entre_60_y_64_años;M_13_Entre_65_y_69_años;M_14_Entre_70_y_74_años;M_15_Entre_75_y_79_años;M_16_Entre_80_y_84_años;M_17_Entre_85_y_89_años;M_18_Entre_90_y_más_años;Shape__Area;Shape__Length
4109104049;ROCHELAMBERT;Cerro Amate;1309;607;702;30;29;25;33;30;29;35;52;68;48;30;35;38;35;33;30;11;14;2;19;42;31;26;34;28;40;47;63;49;51;47;36;46;54;38;23;20;8;65127.82715;1362.552966
4109104063;LA PLATA;Cerro Amate;2389;1204;1185;75;66;92;70;54;78;81;101;145;115;85;55;42;45;34;38;17;8;3;67;87;77;47;51;76;93;101;135;94;86;57;49;37;48;27;35;14;4;171731.6641;1875.456637
4109104064;PALMETE;Cerro Amate;2000;1023;977;53;50;67;66;57;76;71;79;83;76;66;61;68;49;57;23;14;5;2;37;64;46;57;66;61;74;62;72;72;55;80;68;59;43;29;17;11;4;285405.8613;2260.789484
4109105012;FELIPE II LOS DIEZ MANDAMIENTOS;Sur;926;424;502;11;13;21;13;25;31;22;23;31;37;46;37;24;18;20;16;25;7;4;9;17;14;33;17;33;20;26;32;33;39;40;25;18;26;35;43;26;16;75104.37646;1738.468231
4109105013;POLIGONO SUR;Sur;940;501;439;32;32;49;46;47;42;34;32;32;39;28;32;15;13;6;12;5;4;1;32;33;38;26;36;19;36;31;33;35;35;23;14;13;12;9;4;7;3;122400.5735;1665.150325
4109105032;LA OLIVA;Sur;1361;611;750;29;35;27;20;27;38;49;50;56;55;40;27;16;20;29;47;21;18;7;33;36;27;30;26;42;54;58;53;50;47;33;32;21;66;55;49;27;11;65136.57983;1127.057941
4109105033;LA OLIVA;Sur;746;365;381;23;24;19;20;20;24;30;25;40;28;28;10;15;9;14;17;12;5;2;11;22;26;16;21;28;24;28;43;23;31;15;11;11;28;23;12;6;2;30042.56909;848.9627235
4109105046;POLIGONO SUR;Sur;1778;869;909;24;37;60;71;83;45;38;41;64;71;115;74;47;34;26;22;10;6;1;26;38;50;70;62;63;38;50;43;84;124;66;45;35;46;25;26;14;4;293907.6055;4132.273128
4109105047;POLIGONO SUR;Sur;1159;596;563;39;37;38;47;43;53;36;56;46;56;43;36;25;13;13;7;2;6;0;37;41;50;50;41;33;29;39;33;43;37;27;20;21;16;15;16;11;4;175832.7996;1741.699029
4109106007;TRIANA CASCO ANTIGUO;Triana;1198;546;652;19;23;16;26;22;20;45;52;46;51;49;43;31;27;39;15;14;6;2;21;25;34;21;25;33;42;53;69;53;52;46;47;29;30;27;19;16;10;70790.38306;1276.702728
4109106008;TRIANA CASCO ANTIGUO;Triana;1026;487;539;21;20;20;13;22;32;34;46;47;41;31;32;23;37;28;15;15;5;5;15;14;15;13;22;34;41;48;52;30;44;35;41;40;37;16;18;13;11;81274.72412;1576.987348
4109104011;LOS PAJAROS;Cerro Amate;1319;612;707;23;17;25;21;40;44;56;39;33;54;51;45;35;32;24;22;30;16;5;19;22;21;30;48;40;57;43;43;47;49;61;46;27;32;43;41;27;11;87462.72827;1884.781552
4109104018;LA PLATA;Cerro Amate;1402;656;746;24;35;31;36;39;29;40;59;57;57;48;30;24;38;31;38;25;9;6;37;40;35;20;27;39;47;54;69;41;47;32;34;43;54;53;39;21;14;96416.56201;2113.815441
4109104025;EL CERRO;Cerro Amate;1112;526;586;27;21;24;32;19;26;32;48;38;42;40;42;27;23;23;24;19;13;6;23;29;29;25;27;31;34;40;50;42;45;34;37;28;30;26;32;19;5;97086.85303;1244.675632
4109104036;AMATE;Cerro Amate;901;431;470;25;16;29;21;30;32;34;23;30;38;26;39;23;22;16;8;10;6;3;16;17;27;24;37;29;25;17;36;29;50;32;32;17;20;20;18;19;5;139399.1274;1664.330244
4109104043;JUAN XXIII;Cerro Amate;1644;786;858;29;21;31;29;40;47;39;66;68;70;45;56;46;73;67;29;17;11;2;28;39;33;31;31;54;44;54;64;45;58;46;82;87;82;35;22;15;8;156279.052;1600.931503
4109104050;ROCHELAMBERT;Cerro Amate;1565;728;837;22;34;46;31;40;40;45;61;56;55;55;38;33;32;47;43;37;10;3;22;45;44;32;34;40;32;50;67;64;55;45;38;64;60;69;38;27;11;58820.73169;1050.509313
4109104062;PALMETE;Cerro Amate;1663;825;838;43;46;53;45;45;52;50;71;67;45;55;51;52;45;43;37;13;10;2;27;39;56;40;40;45;60;60;69;62;57;45;49;61;59;32;16;17;4;136518.6729;1732.998597
4109104069;PALMETE;Cerro Amate;1254;625;629;23;32;51;21;31;34;39;45;69;65;36;32;30;52;30;16;11;7;1;21;32;38;18;24;32;29;44;71;52;36;37;59;52;37;21;14;8;4;88068.46289;1397.737789
4109105007;TABLADILLA LA ESTRELLA;Sur;1084;487;597;41;37;30;21;19;25;17;22;48;34;36;35;22;14;15;30;22;13;6;33;50;34;37;20;19;28;28;43;41;33;36;25;24;30;47;38;23;8;63388.76758;1018.671487
4109105018;POLIGONO SUR;Sur;1106;560;546;25;30;38;44;45;39;42;54;45;36;33;40;20;26;22;10;4;4;3;35;33;35;25;35;39;38;30;49;32;37;38;34;20;20;17;15;8;6;80082.45117;1415.574421
4109105025;TABLADILLA LA ESTRELLA;Sur;1627;772;855;32;50;53;61;48;60;28;57;54;52;60;49;50;36;33;30;8;8;3;38;32;47;59;51;47;38;54;64;62;73;61;57;39;51;32;22;20;8;392079.6523;3071.383904
4109105034;LAS LETANIAS;Sur;707;325;382;15;20;16;13;27;27;30;19;24;23;27;35;11;13;8;9;5;1;2;20;18;33;22;27;24;24;19;27;27;28;23;15;11;13;15;16;15;5;29615.47998;773.463616
4109105045;POLIGONO SUR;Sur;871;448;423;50;46;36;33;26;37;34;46;39;31;20;12;18;9;6;5;0;0;0;36;38;37;28;33;52;34;23;29;20;24;22;20;14;4;5;1;2;1;52527.59644;1143.112893
4109105052;POLIGONO SUR;Sur;1649;817;832;68;71;69;70;56;56;66;65;64;35;47;41;47;27;23;3;8;1;0;58;70;61;68;62;66;47;62;73;39;44;53;50;33;23;18;4;0;1;155883.5862;1865.219902
4109106002;TRIANA ESTE;Triana;1650;756;894;20;35;42;42;46;40;46;41;48;55;73;58;36;37;49;34;29;15;10;26;28;45;45;43;51;52;49;61;75;67;56;52;47;57;54;41;30;15;98163.49731;1291.516031
4109106013;BARRIO LEON;Triana;1057;482;575;18;16;20;30;27;23;28;34;40;36;42;34;35;27;36;21;8;6;1;16;21;31;31;32;26;29;29;40;35;40;44;45;44;37;29;17;21;8;97277.7998;1805.370854
4109106020;TRIANA OESTE;Triana;1079;513;566;13;30;28;28;23;23;26;39;37;44;50;37;25;19;29;21;19;13;9;12;19;32;17;24;23;23;25;38;59;43;42;41;25;41;35;27;22;18;55581.98901;1037.857504
4109104015;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;2087;1006;1081;36;38;42;45;67;96;71;58;70;59;82;95;95;53;51;26;12;6;4;26;33;35;58;65;79;67;53;69;60;107;128;96;69;61;23;29;12;11;102769.1306;1409.335647
4109104029;LOS PAJAROS;Cerro Amate;787;368;419;18;28;27;14;29;26;29;24;34;23;33;14;31;15;7;6;4;2;4;30;21;19;11;28;25;34;33;24;33;29;36;30;16;15;10;12;7;6;30236.11621;808.7394193
4109104032;EL CERRO;Cerro Amate;1380;647;733;25;26;35;29;36;28;41;40;64;60;46;46;43;31;33;17;27;15;5;17;37;35;18;37;30;47;41;57;63;56;48;46;37;42;38;42;33;9;120782.7407;2044.810135
4109104046;ROCHELAMBERT;Cerro Amate;1541;722;819;35;40;34;20;32;40;49;66;69;39;41;37;67;53;50;26;13;7;4;22;34;34;22;42;45;48;54;59;44;46;65;65;79;56;39;40;15;10;91977.65454;1576.380399
4109104047;EL CERRO;Cerro Amate;702;343;359;7;13;22;13;13;28;18;29;34;23;26;27;12;17;21;16;11;11;2;7;11;13;16;13;21;22;21;34;28;23;27;15;17;28;22;18;16;7;47349.32642;905.5657121
4109104065;LA PLATA;Cerro Amate;1153;561;592;20;20;25;23;31;41;42;44;37;28;27;67;42;32;39;21;9;9;4;24;16;13;25;26;40;29;34;33;29;48;59;49;37;47;34;18;22;9;54846.40967;1314.952704
4109104066;LA PLATA;Cerro Amate;2163;1073;1090;60;61;83;49;72;67;89;106;81;92;71;72;51;39;26;28;16;9;1;65;64;60;60;72;77;91;87;97;85;74;52;59;31;40;31;19;15;11;145202.7617;2459.776097
4109105011;POLIGONO SUR;Sur;834;426;408;28;39;29;24;34;40;35;32;41;24;25;25;20;12;10;3;2;1;2;27;21;24;21;26;33;30;34;26;19;39;24;28;12;16;8;11;4;5;74541.31714;1357.384819
4109105014;BAMI;Sur;1907;853;1054;32;61;44;37;58;62;49;64;60;50;63;55;39;53;53;29;27;12;5;45;46;37;34;61;65;61;82;71;64;63;69;61;82;72;45;46;28;22;192029.3555;2342.153922
4109105030;EL PLANTINAR;Sur;1294;587;707;31;29;36;18;16;33;35;44;37;35;25;38;34;42;50;46;16;11;11;22;24;28;11;24;30;28;49;45;38;35;42;66;64;72;54;38;26;11;74237.71753;1574.657329
4109105031;POLIGONO SUR;Sur;763;373;390;14;21;17;19;19;22;27;18;37;36;33;31;28;11;13;16;10;1;;12;15;27;19;26;17;19;28;28;36;40;25;22;16;19;19;17;5;;61237.12231;1109.079671
4109105048;TABLADILLA LA ESTRELLA;Sur;1453;695;758;24;37;49;68;75;57;30;24;32;30;57;64;63;37;32;9;4;1;2;31;39;39;69;75;47;34;26;42;44;83;90;60;42;15;10;3;6;3;222037.5713;2438.441621
4109105049;LA OLIVA;Sur;2051;977;1074;29;46;69;81;69;56;55;55;57;93;111;69;44;46;36;31;18;7;5;29;33;46;77;70;56;53;51;80;97;116;72;68;58;68;30;36;26;8;163491.616;1834.692025
4109106006;TRIANA CASCO ANTIGUO;Triana;724;330;394;10;20;14;7;9;25;25;38;31;28;23;17;24;17;23;8;5;4;2;17;20;17;10;6;16;32;34;36;32;34;21;19;32;20;15;15;12;6;90271.11694;1538.725071
4109106009;TRIANA ESTE;Triana;1227;552;675;18;37;18;26;28;39;39;34;35;49;39;39;47;29;25;25;11;10;4;22;28;15;23;26;45;42;42;48;43;51;57;48;52;37;34;30;21;11;56658.95752;1125.129041
4109104059;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;1657;776;881;28;25;28;27;58;68;52;50;52;41;73;75;52;67;40;21;12;7;0;27;38;26;37;57;59;52;43;48;57;87;91;84;67;35;29;27;7;10;43194.62061;1240.924452
4109104061;LA PLATA;Cerro Amate;1726;886;840;42;37;60;54;52;76;66;64;55;68;58;117;64;30;16;14;7;6;0;37;51;31;48;52;70;57;64;54;47;82;109;50;31;28;15;7;6;1;193999.1667;1963.522506
4109104068;PALMETE;Cerro Amate;1784;892;892;46;97;128;38;28;30;40;76;181;109;41;19;16;20;11;5;4;1;2;49;106;112;24;21;31;47;109;187;83;31;27;17;15;13;10;6;4;0;111548.2473;1660.333458
4109105001;HUERTA DE LA SALUD;Sur;1408;675;733;35;20;28;23;22;51;48;35;56;36;35;48;48;65;56;36;22;8;3;25;44;27;32;31;37;26;42;51;38;42;54;75;71;59;41;18;18;2;86184.28711;1299.399762
4109105024;EL JUNCAL HISPALIS;Sur;1222;570;652;16;18;25;41;33;39;40;39;52;47;59;33;27;12;20;25;20;16;8;18;24;30;23;26;45;36;37;56;62;61;40;25;34;31;29;39;25;11;986485.9548;5184.531992
4109105027;EL PLANTINAR;Sur;1600;723;877;28;38;27;18;23;41;31;76;54;48;46;45;27;36;58;51;45;25;6;20;25;38;29;28;33;43;59;64;58;47;57;40;68;74;81;59;39;15;96365.3623;1548.005275
4109105037;EL PLANTINAR;Sur;1053;490;563;17;21;16;18;14;28;20;37;45;26;27;30;27;32;29;41;41;15;6;21;12;26;13;23;27;32;29;37;32;30;29;47;34;39;50;42;29;11;91552.98779;1653.098398
4109106003;TRIANA ESTE;Triana;986;447;539;28;18;30;26;23;26;20;28;30;33;33;36;20;26;31;22;11;5;1;23;25;25;16;17;23;25;33;44;36;37;39;38;33;41;37;18;16;13;45594.22827;1163.939401
4109106005;TRIANA ESTE;Triana;1099;470;629;16;25;19;25;26;24;18;40;35;38;28;35;23;18;34;39;15;7;5;22;21;23;33;21;28;30;42;40;40;54;48;38;40;62;35;23;20;9;60903.20459;1286.315738
4109106010;TRIANA ESTE;Triana;650;282;368;16;15;12;8;3;17;9;28;26;23;27;11;16;15;14;10;22;8;2;21;14;13;11;11;9;22;24;21;27;24;11;21;19;26;26;33;24;11;60960.49829;1015.177936
4109106012;TRIANA OESTE;Triana;2125;956;1169;30;42;56;52;45;64;52;55;58;80;74;93;76;49;50;45;17;16;2;25;37;44;52;61;61;66;51;72;86;101;111;80;79;71;55;46;52;19;151099.887;1791.154375
4109106035;TRIANA OESTE;Triana;1061;479;582;17;25;19;10;20;22;20;30;47;34;31;25;31;27;61;28;16;12;4;19;30;19;16;23;19;20;39;49;36;32;37;30;55;67;46;13;23;9;41619.53955;822.7931718
4109106037;EL TARDON EL CARMEN;Triana;1359;603;756;25;34;33;25;27;29;22;39;42;40;34;37;29;32;77;46;19;10;3;27;32;40;24;40;21;21;30;63;51;30;52;47;75;94;54;28;19;8;276759.1663;2763.885794
4109105019;HUERTA DE LA SALUD;Sur;936;456;480;15;11;22;17;24;26;35;31;36;32;31;24;22;30;32;34;21;12;1;17;22;19;13;10;18;28;33;35;26;21;31;39;50;46;37;20;7;8;161130.0203;1981.031483
4109105021;TIRO DE LINEA-SANTA GENOVEVA;Sur;1404;642;762;25;36;51;52;29;33;33;39;44;52;66;47;37;34;30;9;10;9;6;17;26;53;69;40;30;46;46;52;73;73;57;39;38;23;15;27;19;19;100728.2903;1940.264114
4109105038;EL JUNCAL HISPALIS;Sur;821;347;474;16;11;7;18;19;23;26;25;29;30;22;18;14;11;22;11;19;19;7;20;21;15;6;21;34;33;32;20;34;32;24;18;16;30;33;40;29;16;70153.35986;1306.882023
4109105040;EL PLANTINAR;Sur;1309;596;713;15;25;26;27;23;38;25;51;53;54;33;38;32;26;27;35;36;23;9;14;24;26;22;26;31;32;42;48;45;50;51;49;49;45;47;60;32;20;124053.6997;2115.039462
4109105057;TABLADILLA LA ESTRELLA;Sur;1150;539;611;23;30;37;40;35;28;23;32;39;49;30;43;32;33;26;23;11;4;1;26;30;38;42;31;18;28;30;35;52;42;48;43;48;37;29;12;15;7;114227.1292;1449.410995
4109106015;TRIANA CASCO ANTIGUO;Triana;1429;682;747;31;37;38;29;32;36;51;40;66;78;63;51;38;30;24;12;14;10;2;29;25;42;29;34;40;56;59;62;65;64;58;52;40;25;23;26;11;7;172802.0151;2545.339251
4109106017;TRIANA OESTE;Triana;2172;979;1193;19;28;43;91;67;40;52;61;55;76;126;80;64;58;47;44;16;9;3;19;38;72;69;60;67;44;56;63;71;158;118;73;65;78;59;36;32;15;143794.7827;1618.525565
4109106032;TRIANA ESTE;Triana;730;321;409;17;9;17;9;19;16;25;29;25;22;31;23;15;15;10;15;15;6;3;11;21;12;7;10;21;24;24;27;29;33;32;19;22;22;31;28;23;13;37578.19556;871.414664
4109106034;TRIANA OESTE;Triana;1249;531;718;18;25;34;29;28;21;21;29;44;41;42;36;25;19;31;45;27;11;5;23;24;25;31;31;25;32;37;50;54;66;43;34;35;64;64;39;30;11;38811.96973;846.3222549
4109107006;SAN DIEGO;Norte;1306;663;643;19;33;22;45;40;76;50;34;41;41;49;84;71;28;7;13;5;3;2;17;27;27;19;33;48;37;31;43;38;63;123;55;27;25;14;7;5;4;117187.1448;2096.182394
4109107008;SAN DIEGO;Norte;810;369;441;18;19;12;13;15;12;35;30;25;15;18;16;30;49;40;15;4;3;0;8;16;13;8;17;24;26;34;28;19;13;25;65;61;44;22;9;5;4;38096.02661;931.0108743
4109107023;VALDEZORRAS;Norte;1766;905;861;45;42;61;69;50;51;55;66;82;70;74;76;46;34;35;23;11;11;4;47;39;45;41;45;46;61;67;74;66;71;63;38;50;37;28;27;13;3;7038911.847;13860.12248
4109107025;AEROPUERTO VIEJO;Norte;1974;964;1010;25;44;48;58;88;83;43;38;49;75;86;118;79;50;29;24;14;7;6;24;31;44;69;91;69;58;32;69;62;117;109;75;36;50;29;16;19;10;8121093.243;14367.79394
4109105042;AVENIDA DE LA PAZ;Sur;1592;767;825;28;32;57;47;34;57;51;65;61;71;64;57;44;38;26;17;15;3;0;35;54;49;49;41;40;48;68;68;68;64;60;57;37;39;21;16;8;3;252602.1838;2254.887544
4109105051;POLIGONO SUR;Sur;2529;1301;1228;109;112;90;84;79;87;100;135;141;92;81;69;46;35;11;14;11;3;2;103;81;79;81;67;92;92;101;139;74;99;77;51;26;22;18;14;9;3;3424762.266;10943.34915
4109106019;TRIANA OESTE;Triana;1704;778;926;29;27;40;52;35;44;42;51;59;84;51;53;47;34;45;53;23;7;2;26;40;42;37;33;55;37;61;77;84;74;68;58;38;77;59;35;15;10;69749.54614;1451.623315
4109106021;TRIANA OESTE;Triana;651;308;343;8;14;16;13;17;20;10;24;26;32;23;18;18;11;17;23;15;2;1;14;21;15;11;9;14;22;21;32;32;22;22;14;13;23;26;17;12;3;24136.0896;672.0704514
4109106028;TRIANA OESTE;Triana;1066;468;598;29;24;31;21;18;22;41;38;37;51;33;24;17;14;15;18;17;13;5;15;25;30;21;23;20;50;51;52;55;45;36;31;17;22;33;32;24;16;30951.37329;877.8712908
4109106030;TRIANA OESTE;Triana;1173;541;632;16;20;16;26;15;34;39;44;45;37;36;29;50;40;44;33;8;6;3;24;25;28;25;22;31;42;42;36;37;41;44;43;55;58;36;16;16;11;11662338.71;21176.29602
4109107010;BARRIADA PINO MONTANO;Norte;1420;667;753;14;39;39;69;64;44;24;27;37;57;103;64;40;11;17;10;5;3;0;31;20;37;64;57;42;25;37;56;95;117;58;43;13;23;15;9;6;5;132338.7717;2175.756143
4109107012;BARRIADA PINO MONTANO;Norte;1713;819;894;34;28;70;92;43;48;41;37;38;116;117;65;31;20;17;11;9;1;1;25;33;72;99;55;38;41;44;57;155;96;59;47;20;19;19;6;5;4;286983.7844;2349.245857
4109107017;SAN JERONIMO;Norte;902;427;475;25;18;26;13;26;33;31;37;38;30;40;36;21;14;12;6;12;9;0;24;15;22;17;21;32;46;34;36;30;35;32;22;20;18;19;26;18;8;60554.84302;1368.293467
4109107019;SAN JERONIMO;Norte;1244;615;629;26;30;34;46;43;39;45;45;50;48;55;48;40;23;9;12;7;10;5;27;24;32;37;44;42;42;41;39;55;65;45;32;18;23;21;23;11;8;123821.1851;1666.227031
4109107021;SAN JERONIMO;Norte;1496;707;789;25;35;52;69;48;52;40;46;46;86;75;40;35;25;16;10;6;1;;23;36;60;61;54;34;41;43;54;113;83;58;40;24;21;24;13;7;;159210.9663;1817.160352
4109107042;CONSOLACION;Norte;1123;541;582;32;23;20;20;25;39;41;49;40;26;32;33;82;46;15;8;3;5;2;26;19;26;23;26;41;40;51;36;27;32;56;99;36;19;8;7;8;2;65475.13965;1046.416155
4109107044;BARRIADA PINO MONTANO;Norte;1185;548;637;18;20;20;19;28;37;43;45;24;21;32;50;96;36;25;10;11;8;5;16;19;27;20;27;55;54;35;31;26;33;105;83;36;22;15;19;10;4;60756.95532;1194.055216
4109106014;BARRIO LEON;Triana;874;427;447;17;16;31;29;20;23;21;22;35;34;36;31;29;24;24;14;15;5;1;14;19;27;22;17;18;18;22;41;30;38;37;26;28;32;23;15;11;9;82140.17969;1146.76105
4109106016;TRIANA OESTE;Triana;863;371;492;20;12;20;20;16;19;19;20;25;37;32;23;22;23;23;18;10;7;5;12;18;25;25;23;12;19;32;39;42;34;29;35;29;22;36;25;22;13;32624.88818;872.324263
4109106018;TRIANA OESTE;Triana;1407;645;762;26;28;37;29;20;36;31;53;59;62;50;37;36;27;32;36;25;13;8;25;30;40;33;23;30;30;49;60;69;66;39;39;52;37;56;41;29;14;72060.65698;1359.44127
4109106031;TRIANA ESTE;Triana;1422;638;784;29;45;41;30;25;30;28;37;52;56;55;40;25;37;36;33;22;14;3;31;34;31;34;29;27;32;45;71;56;51;47;61;62;63;51;27;23;9;54565.06812;1055.191123
4109106033;BARRIO LEON;Triana;1219;555;664;16;21;18;27;31;29;38;31;59;31;39;38;34;51;42;26;14;4;6;15;26;25;16;26;30;20;41;52;39;47;54;60;72;54;36;22;19;10;60410.48804;954.0401887
4109107005;LOS ARCOS;Norte;1570;759;811;23;26;23;47;49;50;51;48;56;41;58;67;81;63;42;19;7;7;1;23;29;20;31;57;42;57;56;46;49;65;86;102;73;27;19;12;6;11;65507.43652;1090.459431
4109107007;SAN DIEGO;Norte;1025;493;532;19;24;19;19;21;39;46;34;31;35;17;58;46;42;22;11;3;5;2;15;13;17;18;25;32;42;22;35;30;39;72;51;51;31;11;11;11;6;37293.0564;1146.846902
4109107022;EL GORDILLO;Norte;1332;669;663;18;36;44;54;41;34;32;36;48;55;83;45;29;31;37;23;12;3;8;20;18;33;59;33;24;32;43;42;70;72;50;40;30;27;26;16;16;12;20948748.22;24270.24408
4109107024;VALDEZORRAS;Norte;1053;511;542;21;21;28;22;23;22;37;46;35;40;28;46;38;40;29;19;10;6;0;20;22;32;26;25;28;39;43;37;31;34;43;37;39;31;26;21;6;2;775579.3157;4463.687748
4109107039;BARRIADA PINO MONTANO;Norte;1327;649;678;28;42;29;28;29;37;40;58;62;40;48;37;18;41;51;34;14;10;3;40;27;24;23;20;23;51;48;45;46;47;32;28;71;49;48;27;25;4;59799.60791;1031.440137
4109107041;CONSOLACION;Norte;1088;538;550;24;25;31;15;19;38;40;56;45;25;20;30;88;45;20;6;6;3;2;16;31;19;8;22;33;36;41;35;29;27;56;105;39;19;10;11;7;6;57532.12256;1087.281273
4109108005;SAN JOSE OBRERO;San Pablo - Santa Justa;2181;1038;1143;42;57;55;86;79;74;46;44;54;77;106;107;69;61;39;19;8;9;6;20;43;59;72;92;66;36;51;75;95;122;135;87;74;46;26;18;17;9;228128.4768;2067.418447
4109108007;SAN JOSE OBRERO;San Pablo - Santa Justa;1523;704;819;31;21;22;24;32;34;48;45;49;38;37;43;48;69;81;40;26;13;3;28;26;27;20;20;29;37;50;49;42;42;54;74;117;70;59;29;26;20;72563.68555;1463.514315
4109105050;LAS LETANIAS;Sur;1236;633;603;53;42;52;38;45;46;43;48;39;45;46;51;32;16;9;12;10;4;2;33;35;28;35;54;44;47;37;34;34;47;38;30;18;13;16;29;16;15;60660.16553;1221.749134
4109105054;BAMI;Sur;1702;770;932;35;28;27;41;46;66;59;67;57;52;45;57;58;36;39;27;12;11;7;26;28;33;37;45;73;74;65;57;61;61;70;69;59;50;39;30;38;17;132118.1069;1638.285996
4109106004;TRIANA ESTE;Triana;1097;456;641;22;19;20;12;21;30;37;36;44;34;44;32;17;20;23;15;12;9;9;27;31;23;30;45;34;31;44;50;43;42;38;27;33;32;38;29;21;23;43691.84814;851.2329528
4109106011;TRIANA CASCO ANTIGUO;Triana;719;337;382;11;22;7;14;18;15;18;24;42;28;29;27;18;17;17;12;4;9;5;18;13;8;11;13;23;18;36;36;29;30;33;14;26;18;21;18;11;6;76654.13818;1440.462805
4109106022;TRIANA ESTE;Triana;784;362;422;11;22;17;16;21;15;25;21;40;31;38;16;25;21;18;9;6;9;1;13;23;24;14;16;17;18;18;39;32;32;36;28;22;22;25;14;22;7;44148.06982;1018.871235
4109106029;TRIANA ESTE;Triana;1137;507;630;16;26;34;24;27;17;25;42;41;40;46;31;34;25;25;20;17;13;4;27;28;22;26;24;26;38;37;50;49;54;34;34;44;40;33;33;15;16;61380.77051;1124.520896
4109106036;TRIANA ESTE;Triana;990;455;535;10;25;29;20;23;20;22;36;34;24;32;37;28;34;32;23;15;11;0;14;15;23;15;23;27;21;35;32;33;31;39;58;44;49;37;15;16;8;36363.57495;942.3288941
4109107004;LOS ARCOS;Norte;1361;664;697;19;21;30;45;51;67;35;33;42;41;76;74;62;26;17;12;6;3;4;13;22;26;38;61;57;24;30;50;40;95;81;67;31;21;17;8;13;3;179957.1953;2383.766637
4109107011;BARRIADA PINO MONTANO;Norte;2151;1045;1106;40;41;84;105;76;65;45;48;66;146;148;67;52;20;18;11;8;3;2;30;50;75;93;73;58;53;48;85;188;126;78;56;33;21;17;14;7;1;75382.84668;1340.143933
4109107018;SAN JERONIMO;Norte;1268;639;629;29;36;50;45;39;38;39;47;42;69;63;44;37;10;14;13;13;11;0;20;19;35;41;40;41;42;33;49;69;60;39;35;29;22;16;24;11;4;108455.7249;1841.311135
4109107029;BARRIADA PINO MONTANO;Norte;1412;676;736;20;30;39;38;39;44;51;52;53;48;57;79;35;30;30;12;11;5;3;22;40;39;33;40;36;43;41;47;44;85;88;57;26;32;25;23;10;5;61544.22705;1143.005625
4109107036;BARRIADA PINO MONTANO;Norte;1251;610;641;24;37;28;19;23;48;56;59;41;38;26;38;90;45;21;12;2;2;1;27;31;25;25;28;25;46;56;42;35;27;92;85;50;18;11;9;6;3;51312.31519;979.9588491
4109107043;BARRIADA PINO MONTANO;Norte;1229;580;649;29;22;20;15;28;48;44;44;34;23;35;48;93;35;29;12;10;9;2;25;24;19;14;35;41;45;57;28;26;43;88;72;46;31;21;18;9;7;70197.8396;1603.148246
4109108003;HUERTA DE SANTA TERESA;San Pablo - Santa Justa;1389;627;762;32;34;46;18;26;32;35;45;45;43;29;41;49;54;41;24;17;12;4;21;32;26;21;29;38;38;45;50;52;48;54;85;70;63;36;20;23;11;69969.65723;1195.098502
4109108010;EL FONTANAL MARIA AUXILIADORA CARRETERA DE CARMONA;San Pablo - Santa Justa;2123;979;1144;70;70;62;43;39;52;58;87;97;100;80;75;43;33;28;20;16;5;1;63;91;62;49;37;62;63;101;117;103;99;81;48;52;43;27;26;12;8;118997.8354;1389.189069
4109108017;SAN PABLO D Y E;San Pablo - Santa Justa;916;442;474;13;23;17;23;21;31;18;23;34;54;33;34;23;15;13;23;21;16;7;12;16;18;19;22;16;22;21;32;36;39;36;23;16;43;40;35;21;7;91209.74219;1303.37842
4109108028;SAN JOSE OBRERO;San Pablo - Santa Justa;833;366;467;19;19;18;14;7;18;19;27;35;31;25;17;20;20;29;19;15;9;5;17;13;14;9;14;17;26;22;44;35;23;24;26;38;53;30;24;26;12;31907.45972;770.7142925
4109106025;TRIANA ESTE;Triana;980;453;527;17;33;24;28;10;15;23;23;39;41;31;23;18;19;25;36;25;16;7;17;22;25;13;19;20;16;27;41;41;29;35;29;23;47;50;32;26;15;37076.11108;797.088773
4109106026;TRIANA CASCO ANTIGUO;Triana;711;319;392;13;14;15;19;19;16;21;23;35;25;32;26;11;15;9;11;8;4;3;11;22;12;19;13;29;25;24;37;32;35;25;15;25;17;17;18;11;5;47425.45361;1272.237157
