CUSEC;Barrio;Distrito;Población_Total;H_total;M_Total;H_00_Entre_0_y_4_años;H_01_Entre_5_y_9_años;H_02_Entre_10_y_14_años;H_03_Entre_15_y_19_años;H_04_Entre_20_y_24_años;H_05_Entre_25_y_29_años;H_06_Entre_30_y_34_años;H_07_Entre_35_y_39_años;H_08_Entre_40_y_44_años;H_09_Entre_45_y_49_años;H_10_Entre_50_y_54_años;H_11_Entre_55_y_59_años;H_12_Entre_60_y_64_años;H_13_Entre_65_y_69_años;H_14_Entre_70_y_74_años;H_15_Entre_75_y_79_años;H_16_Entre_80_y_84_años;H_17_Entre_85_y_89_años;H_18_Entre_90_y_más_años;M_00_Entre_0_y_4_años;M_01_Entre_5_y_9_años;M_02_Entre_10_y_14_años;M_03_Entre_15_y_19_años;M_04_Entre_20_y_24_años;M_05_Entre_25_y_29_años;M_06_Entre_30_y_34_años;M_07_Entre_35_y_39_años;M_08_Entre_40_y_44_años;M_09_Entre_45_y_49_años;M_10_Entre_50_y_54_años;M_11_Entre_55_y_59_años;M_12_Entre_60_y_64_años;M_13_Entre_65_y_69_años;M_14_Entre_70_y_74_años;M_15_Entre_75_y_79_años;M_16_Entre_80_y_84_años;M_17_Entre_85_y_89_años;M_18_Entre_90_y_más_años;Shape__Area;Shape__Length
4109102015;EL CEREZO;Macarena;1128;537;591;32;26;34;25;40;42;52;44;47;40;32;26;21;19;18;17;13;7;2;21;22;30;21;30;34;62;64;54;44;40;33;19;26;37;19;15;15;5;51668.4873;1094.660513
4109102032;LEON XIII LOS NARANJOS;Macarena;963;452;511;25;20;18;22;24;28;31;35;33;44;29;38;25;25;21;11;12;9;2;17;19;17;23;16;22;31;36;43;41;42;36;32;36;37;28;21;10;4;69988.33545;1113.353428
4109102033;LOS PRINCIPES LA FONTANILLA;Macarena;1015;489;526;11;19;15;17;26;29;34;31;34;33;31;25;71;51;30;18;6;8;0;17;16;13;18;17;27;28;32;28;32;25;54;76;58;33;22;17;6;7;88094.51099;1795.461582
4109102051;LA PAZ LAS GOLONDRINAS;Macarena;1166;535;631;22;25;19;13;19;29;40;55;70;35;23;23;20;33;44;39;12;11;3;27;23;29;26;18;33;43;62;65;29;29;34;34;43;54;36;21;14;11;115612.9653;1686.10818
4109102054;HERMANDADES LA CARRASCA;Macarena;1519;700;819;40;36;33;39;45;41;47;58;71;60;44;34;30;27;35;30;18;7;5;26;34;42;30;38;57;57;67;84;49;52;39;41;54;49;53;21;17;9;49222.93359;991.2611251
4109103002;LA FLORIDA;Nervión;1253;576;677;29;25;26;25;35;28;35;39;51;47;43;34;26;32;46;24;18;9;4;41;25;26;28;35;34;29;53;41;44;43;34;41;53;54;43;26;14;13;145793.1646;1919.127289
4109103003;SAN BERNARDO;Nervión;1945;940;1005;58;56;48;44;44;75;74;80;92;64;67;64;49;49;41;10;14;7;4;54;53;50;41;64;66;82;78;86;72;95;70;47;57;32;23;18;8;9;239041.4634;2717.195411
4109103021;CIUDAD JARDIN;Nervión;847;397;450;25;18;19;19;15;18;16;26;32;38;32;28;19;20;24;18;18;8;4;14;17;19;15;11;17;27;31;31;33;32;35;19;26;32;31;28;24;8;79001.44897;1192.91632
4109103022;CIUDAD JARDIN;Nervión;1129;514;615;19;27;30;27;19;24;33;29;43;40;42;41;29;25;33;19;20;12;2;15;21;24;24;34;27;24;44;36;46;48;41;31;39;41;45;44;22;9;134296.0771;1618.29892
4109103036;NERVION;Nervión;1116;520;596;27;34;43;16;19;18;34;37;44;36;24;27;30;30;41;30;23;5;2;30;27;29;20;10;27;32;39;48;40;45;28;39;43;47;37;27;17;11;91905.26782;1403.643134
4109103039;SAN ROQUE;Nervión;837;393;444;11;19;24;26;18;23;21;29;26;26;25;36;24;20;32;20;5;5;3;8;24;18;17;19;22;31;29;29;35;34;35;27;36;35;21;8;11;5;52353.13135;1043.752652
4109104012;AMATE;Cerro Amate;752;362;390;15;16;21;16;19;30;25;32;23;22;19;29;29;23;16;5;8;11;3;17;16;11;14;33;23;23;24;27;27;26;32;18;25;21;18;15;13;7;117496.8367;1620.130576
4109101032;SANTA CATALINA;Casco Antiguo;1033;488;545;19;31;21;15;20;27;34;43;44;46;47;34;25;25;19;14;11;10;3;21;18;19;22;22;32;46;33;47;42;45;34;38;29;36;25;13;15;8;93667.29761;1493.083582
4109101049;SANTA CATALINA;Casco Antiguo;702;316;386;8;19;10;14;9;12;23;27;36;25;27;22;23;22;17;9;9;3;1;12;12;23;8;16;23;20;32;35;26;31;27;26;21;19;18;16;13;8;61273.80298;1129.365987
4109101050;SAN BARTOLOME;Casco Antiguo;767;342;425;14;12;16;15;17;16;21;30;40;29;34;21;22;18;13;12;6;3;3;10;18;19;14;13;33;36;33;33;41;34;28;22;20;17;18;16;16;4;76059.30811;1430.139477
4109102016;LAS AVENIDAS;Macarena;1022;501;521;35;35;24;14;19;25;35;73;61;38;29;22;17;15;19;23;12;4;1;24;25;20;14;25;28;35;74;57;40;28;24;19;19;31;24;16;13;5;53343.30005;1106.651045
4109102017;LA PAZ LAS GOLONDRINAS;Macarena;1025;456;569;19;25;22;13;22;31;24;36;42;49;42;31;12;11;21;35;13;6;2;16;21;26;17;24;25;32;52;44;46;45;25;22;25;44;44;29;25;7;91589.06494;1713.221295
4109102030;HERMANDADES LA CARRASCA;Macarena;1217;540;677;17;20;26;19;28;36;29;45;36;43;39;35;15;15;55;45;27;8;2;31;22;23;29;38;26;26;45;59;45;35;33;17;37;89;58;34;17;13;43716.55078;1165.510121
4109102031;VILLEGAS;Macarena;1016;493;523;20;19;30;22;37;35;34;49;44;42;36;26;21;17;24;15;12;8;2;24;25;23;27;29;33;32;38;48;45;35;37;27;21;29;22;12;10;6;33319.44482;1148.383742
4109102036;PIO XII;Macarena;1506;648;858;32;20;21;24;34;41;60;52;47;54;68;51;35;31;17;14;13;28;6;25;31;24;24;31;47;57;83;43;52;67;65;38;40;39;37;76;45;34;80014.82788;1357.367256
4109102053;LEON XIII LOS NARANJOS;Macarena;781;343;438;8;16;17;17;21;17;18;24;37;22;17;24;15;21;33;20;10;4;2;16;15;13;17;18;22;19;39;30;25;30;15;26;33;40;33;24;14;9;35059.37207;1063.070617
4109103004;SAN ROQUE;Nervión;1621;727;894;32;31;38;39;44;44;37;55;60;57;52;54;55;47;30;25;13;11;3;32;40;43;35;31;36;62;53;80;67;72;75;72;51;44;32;31;19;19;101129.614;1495.23463
4109103005;HUERTA DEL PILAR;Nervión;1600;748;852;40;53;42;47;52;35;52;58;63;63;58;54;35;42;17;18;9;7;3;39;49;48;50;45;42;49;58;79;69;67;65;48;40;30;25;26;15;8;85172.49536;1484.799453
4109103020;CIUDAD JARDIN;Nervión;1032;483;549;20;22;20;25;26;27;25;27;44;47;40;38;30;31;16;9;17;14;5;12;16;23;22;21;24;38;29;35;36;42;39;36;31;39;37;29;26;14;154756.0579;1578.64367
4109103023;NERVION;Nervión;1578;748;830;44;32;43;35;34;36;48;44;68;64;71;45;32;40;54;30;20;5;3;27;61;36;30;40;36;46;47;79;63;62;55;52;51;60;27;26;24;8;91290.3291;1250.501733
4109103037;LA FLORIDA;Nervión;1669;751;918;29;23;25;56;44;32;40;30;50;50;68;67;47;54;60;37;24;12;3;31;31;29;52;56;41;31;50;50;55;67;69;75;94;72;55;31;20;9;95428.82446;1371.16061
4109103038;LA BUHAIRA;Nervión;1373;651;722;37;35;27;39;45;47;42;38;43;29;41;50;44;44;52;25;6;5;2;24;40;32;40;38;39;37;47;53;42;42;73;55;53;46;30;21;7;3;190876.2324;1836.779901
4109104014;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;1297;609;688;30;34;26;23;29;33;50;53;52;29;36;40;38;49;45;19;15;6;2;25;32;24;19;18;40;44;51;35;43;43;36;77;64;55;32;24;23;3;43549.93311;995.7394699
4109101045;ALFALFA;Casco Antiguo;886;449;437;11;18;35;15;21;20;28;33;36;51;49;39;25;20;14;13;12;5;4;11;15;22;17;19;22;21;30;36;45;41;40;21;23;26;11;17;8;12;92884.47583;1561.70363
4109102001;DOCTOR BARRAQUER GRUPO RENFE POLICLINICO;Macarena;2164;1170;994;22;26;29;32;35;71;69;100;107;116;146;104;91;68;61;51;27;11;4;23;24;35;36;34;51;53;69;84;80;87;77;73;68;70;51;32;33;14;515753.033;3677.886985
4109102003;LEON XIII LOS NARANJOS;Macarena;1404;651;753;17;30;23;21;23;36;39;43;54;48;54;58;41;43;45;38;18;14;6;34;20;39;15;27;30;33;49;54;57;45;77;52;58;53;47;26;27;10;103619.1099;2077.664547
4109102026;BEGOÑA SANTA CATALINA;Macarena;1295;574;721;18;23;32;36;39;45;38;58;52;46;42;31;22;21;22;24;13;9;3;31;26;20;23;35;36;43;42;51;68;41;37;28;28;63;44;53;31;21;110776.3879;1536.914162
4109102028;EL TORREJON;Macarena;1300;611;689;36;32;30;23;43;36;32;45;62;46;32;40;25;33;42;24;21;8;1;29;21;30;28;31;36;47;33;71;52;35;37;45;47;57;43;30;10;7;52822.1145;983.0827899
4109102038;HERMANDADES LA CARRASCA;Macarena;949;429;520;21;12;16;21;17;13;24;34;38;28;20;14;15;39;35;43;23;15;1;14;11;24;13;13;15;34;34;35;31;26;18;33;46;61;46;34;26;6;44592.15601;995.0617669
4109102040;PINO FLORES;Macarena;1551;716;835;26;36;38;32;33;39;46;42;58;62;60;44;32;47;48;35;23;10;5;30;30;37;39;36;51;44;44;70;64;69;44;51;58;55;43;33;26;11;63592.89331;1629.469942
4109102065;SANTA MARIA DE ORDAS SAN NICOLAS;Macarena;1287;613;674;22;29;27;35;23;37;37;50;42;40;37;35;50;56;42;29;16;4;2;20;25;31;24;20;27;36;35;48;42;41;56;60;66;59;35;21;19;9;87691.03467;1834.896353
4109102067;SANTA MARIA DE ORDAS SAN NICOLAS;Macarena;856;400;456;10;25;19;16;14;18;21;34;37;23;27;30;20;26;27;26;13;12;2;21;19;16;8;21;20;23;27;31;26;25;28;35;40;47;29;15;16;9;36330.89502;962.6513929
4109103009;LA BUHAIRA;Nervión;1465;646;819;23;50;56;42;24;28;31;26;54;52;49;35;34;29;33;28;28;15;9;31;37;33;30;30;25;32;36;63;59;61;51;48;41;52;50;48;54;38;157059.0049;1844.017876
4109103033;LA BUHAIRA;Nervión;1309;609;700;39;41;36;27;21;37;30;42;48;45;34;49;27;31;31;40;15;11;5;29;31;22;33;29;31;42;46;49;54;36;49;45;43;55;43;27;25;11;257902.1765;2428.029049
4109103035;NERVION;Nervión;1102;503;599;30;27;21;18;19;25;21;32;49;43;30;25;22;24;51;27;22;11;6;22;28;20;19;21;21;28;43;50;38;28;32;30;49;54;52;32;19;13;90417.60522;1394.072873
4109103040;NERVION;Nervión;899;431;468;11;20;21;24;30;27;17;25;26;31;31;31;18;20;27;38;17;14;3;13;13;20;21;20;22;12;24;26;31;42;27;26;37;44;44;26;13;7;45260.8208;1159.651371
4109104001;LOS PAJAROS;Cerro Amate;930;452;478;23;29;25;27;28;37;44;32;34;28;29;45;22;19;11;3;6;8;2;23;13;22;25;26;45;34;26;34;39;39;43;19;18;14;11;21;16;10;36726.21411;787.2268701
4109104003;LOS PAJAROS;Cerro Amate;1123;529;594;31;31;27;25;36;38;55;54;38;36;38;31;35;20;19;8;5;1;1;29;33;33;32;32;51;57;34;25;38;33;41;44;23;17;20;22;18;12;33528.36328;1002.366181
4109104026;EL CERRO;Cerro Amate;1394;681;713;30;39;33;34;25;51;48;57;57;64;46;32;42;35;30;30;19;6;3;22;24;35;31;25;45;40;52;58;51;45;41;51;39;59;43;23;21;8;66727.37598;1373.466742
4109102061;CRUZ ROJA CAPUCHINOS;Macarena;842;389;453;18;21;23;15;19;13;26;32;39;21;24;22;20;28;24;23;8;10;3;14;12;10;11;11;13;28;31;40;34;30;24;28;43;40;36;18;19;11;35394.23633;968.5720648
4109102064;CISNEO ALTO SANTA MARIA DE GRACIA;Macarena;1539;708;831;32;46;41;30;37;39;34;56;70;51;60;50;42;41;36;18;14;10;1;28;40;40;33;34;50;49;55;65;71;77;62;56;55;54;27;23;7;5;148448.9744;1859.712369
4109103010;HUERTA DEL PILAR;Nervión;1165;521;644;17;20;30;42;38;20;24;22;39;31;45;47;35;30;36;20;11;11;3;12;27;45;29;38;27;17;25;30;56;61;50;46;36;46;38;23;17;21;55081.79443;940.7580499
4109103012;NERVION;Nervión;1242;566;676;25;34;31;29;29;24;35;51;50;39;39;34;24;25;32;24;21;12;8;25;21;28;21;21;29;35;50;59;44;61;34;31;39;44;45;34;37;18;102926.3687;1544.658683
4109103028;LA BUHAIRA;Nervión;1679;786;893;33;53;53;46;43;42;33;42;52;61;45;46;39;49;52;46;22;17;12;30;59;62;48;36;36;34;39;62;71;47;52;48;73;69;49;46;20;12;86020.10669;1294.147296
4109103030;LA CALZADA;Nervión;850;390;460;23;12;22;14;19;16;21;27;28;25;37;36;11;27;27;19;15;10;1;24;17;21;22;14;16;19;33;37;33;35;24;18;33;42;34;21;9;8;75383.59375;1098.905499
4109104004;LOS PAJAROS;Cerro Amate;900;461;439;18;23;19;29;24;48;37;38;39;35;28;37;31;21;11;6;4;7;6;27;16;24;30;28;31;21;31;22;33;30;39;20;17;19;12;17;15;7;25854.91187;830.235341
4109104006;LOS PAJAROS;Cerro Amate;1418;698;720;32;46;35;39;40;47;65;65;59;62;45;49;41;24;18;12;14;4;1;27;35;27;30;37;59;56;58;55;47;59;55;34;30;21;30;31;16;13;45786.92725;1219.702125
4109104021;EL CERRO;Cerro Amate;1159;559;600;11;22;29;20;32;37;42;32;57;41;41;45;36;46;22;20;18;6;2;22;30;23;20;27;58;34;38;39;39;41;36;53;35;32;28;21;13;11;130733.1875;1838.102105
4109104023;EL CERRO;Cerro Amate;1075;497;578;18;18;25;21;30;31;34;29;38;43;41;39;32;25;30;18;12;10;3;10;13;39;28;20;28;24;32;40;46;46;41;48;36;38;29;26;21;13;100402.7954;1421.872707
4109104038;LOS PAJAROS;Cerro Amate;717;347;370;23;13;19;13;23;27;34;34;23;25;27;23;25;16;6;6;4;3;3;12;13;17;16;31;18;26;24;34;25;30;26;22;19;8;4;12;20;13;23352.54712;1019.528271
4109104040;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;1193;563;630;31;28;24;19;39;34;31;37;46;34;41;45;34;26;38;30;16;6;4;18;23;28;34;31;33;29;39;44;35;46;40;43;41;43;32;27;30;14;95075.99292;1433.412485
4109104056;LA PLATA;Cerro Amate;878;424;454;19;11;10;18;28;39;25;39;35;22;29;29;45;24;23;14;7;6;1;9;20;10;13;26;29;26;35;21;24;23;53;56;36;23;19;9;14;8;41694.0144;934.3193781
4109104058;PALMETE;Cerro Amate;1952;962;990;79;99;125;39;19;30;70;87;220;100;50;14;6;12;6;1;2;3;;76;103;146;28;21;43;72;146;181;82;31;20;11;14;10;2;2;2;;241547.5044;3188.170337
4109105004;GIRALDA SUR;Sur;1104;506;598;9;15;30;33;37;27;24;27;33;39;30;30;31;27;38;32;27;17;0;16;27;20;35;25;20;23;26;34;42;49;45;34;40;54;53;29;17;9;62223.65552;1172.215477
4109105006;HUERTA DE LA SALUD;Sur;1454;661;793;46;30;32;25;31;28;55;83;76;45;47;35;22;31;28;33;8;6;0;61;28;41;38;38;32;52;89;80;50;43;41;49;34;46;34;13;14;10;197273.207;2305.512401
4109102057;CAMPOS DE SORIA;Macarena;849;389;460;17;21;22;14;20;23;37;26;36;30;19;30;16;19;25;19;10;3;2;17;28;17;18;20;27;27;28;52;20;27;26;26;39;31;19;19;16;3;74550.40308;1311.360767
4109103014;NERVION;Nervión;866;353;513;14;16;17;25;13;16;23;27;22;21;28;21;17;26;33;13;15;4;2;15;15;20;25;23;12;23;23;34;22;32;25;31;51;36;44;36;30;16;88373.14722;1537.843757
4109103016;CIUDAD JARDIN;Nervión;922;416;506;22;31;24;18;26;21;23;33;35;29;38;29;12;13;28;17;7;8;2;17;24;16;26;19;25;27;28;33;56;42;31;29;20;31;29;21;25;7;287409.9363;2682.624432
4109103019;NERVION;Nervión;1390;629;761;31;28;34;36;42;32;39;45;47;65;63;32;27;24;22;27;17;16;2;31;41;30;36;37;30;43;51;61;68;62;52;34;30;53;37;23;25;17;150504.3987;1598.123731
4109103024;NERVION;Nervión;928;448;480;16;20;26;17;19;27;31;31;40;36;36;36;36;21;19;16;12;7;2;11;19;23;16;25;17;23;42;38;27;40;39;33;28;24;26;19;17;13;224918.1826;2155.392292
4109103026;NERVION;Nervión;727;318;409;11;16;17;18;16;9;18;34;24;21;22;25;16;19;18;14;13;3;4;9;19;17;17;20;15;16;24;32;25;37;25;28;22;33;22;21;15;12;58559.26123;1101.587331
4109104008;LOS PAJAROS;Cerro Amate;750;361;389;15;20;23;20;30;26;24;36;22;24;31;21;33;12;7;3;5;8;1;7;25;18;21;14;30;29;38;32;21;25;43;20;15;8;12;11;12;8;23322.26099;662.8623308
4109104017;JUAN XXIII;Cerro Amate;828;401;427;20;8;20;23;25;26;26;31;25;28;41;38;20;16;9;16;17;9;3;14;16;14;19;21;17;30;28;26;27;43;30;28;9;22;24;29;22;8;102136.5754;1413.059847
4109104019;EL CERRO;Cerro Amate;753;361;392;12;15;16;16;17;20;18;32;30;36;35;23;20;21;15;13;10;11;1;16;14;15;16;22;23;24;31;26;27;28;15;32;19;26;28;16;8;6;62117.64795;1590.117064
4109104042;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;2599;1274;1325;83;88;95;69;61;69;93;99;139;109;87;69;63;48;46;30;15;7;4;69;90;92;58;59;83;97;108;141;117;98;72;62;54;54;29;23;12;7;223184.0869;2423.344607
4109104044;JUAN XXIII;Cerro Amate;1551;750;801;19;34;43;40;35;62;42;58;52;57;63;65;44;33;41;37;9;11;5;37;33;23;30;48;50;39;53;53;59;74;67;39;34;67;45;25;13;12;28227.69507;851.9047269
4109104052;LA PLATA;Cerro Amate;1586;777;809;23;37;60;39;43;68;61;69;50;68;61;50;32;32;27;22;13;15;7;38;37;45;40;41;53;56;49;59;67;64;49;33;26;41;37;34;26;14;133517.9709;1591.937135
4109104054;LA PLATA;Cerro Amate;1109;564;545;31;32;33;35;26;50;33;47;52;36;43;31;27;14;19;23;17;11;4;18;25;22;30;28;34;45;40;54;34;52;23;21;15;29;34;22;13;6;51561.61597;1118.819452
4109105008;TIRO DE LINEA-SANTA GENOVEVA;Sur;688;311;377;17;18;26;12;17;9;16;22;23;17;30;21;24;17;13;12;10;6;1;10;12;24;20;15;22;15;33;20;26;34;28;18;18;18;26;19;13;6;95558.84302;2354.282992
4109105010;TIRO DE LINEA-SANTA GENOVEVA;Sur;1485;684;801;34;43;39;34;33;41;45;51;64;52;78;53;37;14;21;14;14;12;5;37;39;40;40;47;49;63;41;67;60;59;49;37;30;36;24;45;27;11;124074.8274;1469.604949
4109105017;EL JUNCAL HISPALIS;Sur;1052;497;555;11;9;26;15;25;58;32;25;35;15;27;55;62;41;27;18;9;3;4;12;19;20;20;33;26;35;26;29;26;37;78;74;40;30;23;14;7;6;130647.3289;1597.894106
4109104002;LOS PAJAROS;Cerro Amate;932;459;473;22;22;22;28;35;32;45;43;28;47;32;33;24;16;12;7;4;2;5;20;20;28;23;38;36;29;39;35;41;43;38;19;9;13;10;24;4;4;26649.94653;768.1023602
4109104009;AMATE;Cerro Amate;1604;759;845;36;40;37;42;50;69;61;54;55;41;54;63;58;46;18;15;10;5;5;37;35;42;28;35;71;68;59;45;49;71;84;58;44;42;30;22;16;9;101091.7893;1709.142864
4109104016;JUAN XXIII;Cerro Amate;704;340;364;14;16;25;22;11;24;25;20;29;31;28;27;20;14;14;5;8;4;3;15;15;18;13;20;21;22;26;27;22;29;28;22;8;17;20;23;14;4;58518.53491;1026.088315
4109104027;LOS PAJAROS;Cerro Amate;1038;514;524;16;37;31;36;32;41;34;44;59;36;41;36;23;15;10;8;7;4;4;40;24;36;27;30;40;39;43;39;37;37;27;34;11;12;14;14;13;7;26912.55566;833.7531551
4109104034;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;1862;910;952;53;45;38;45;37;73;95;63;68;63;36;47;95;70;34;23;13;8;4;37;38;37;41;39;49;81;85;58;51;63;79;111;81;50;24;11;10;7;930091.614;4769.790918
4109104041;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;1474;713;761;30;43;30;28;21;38;68;74;58;43;36;45;64;62;43;14;10;5;1;25;39;26;37;34;35;53;57;43;44;45;52;89;62;48;31;22;12;7;39099.3894;1171.436412
4109104053;SANTA AURELIA CANTABRICO ATLANTICO LA ROMERIA;Cerro Amate;648;289;359;14;10;10;10;16;17;22;24;27;10;15;17;8;33;34;9;8;4;1;21;18;6;14;14;17;19;21;26;24;23;11;23;53;22;21;11;9;6;22240.65723;756.9340704
4109104060;PALMETE;Cerro Amate;1717;836;881;36;55;59;56;54;66;44;45;81;79;58;52;45;32;45;19;4;5;1;39;42;61;45;40;53;49;62;74;60;68;43;52;54;40;30;24;25;20;165351.6101;1925.04261
4109104067;PALMETE;Cerro Amate;2188;1119;1069;73;140;126;43;38;43;51;109;241;113;53;29;17;20;12;3;5;3;;63;109;131;30;28;51;53;136;219;103;52;27;25;18;8;6;6;4;;195345.0649;1990.520636
4109105002;HUERTA DE LA SALUD;Sur;1004;454;550;15;19;21;28;21;25;30;31;22;34;29;27;39;38;30;32;10;2;1;17;24;31;35;18;19;26;25;31;33;37;48;44;59;40;28;18;10;7;40566.63354;1071.90664
4109105009;TIRO DE LINEA-SANTA GENOVEVA;Sur;1527;708;819;22;34;40;33;37;48;51;44;47;54;65;59;41;33;28;28;20;15;9;26;33;28;37;44;47;48;47;51;65;73;66;43;38;48;44;46;24;11;139079.6411;2110.781897
4109105016;FELIPE II LOS DIEZ MANDAMIENTOS;Sur;1209;556;653;17;18;19;16;26;34;45;41;39;53;44;40;27;24;33;30;31;10;9;17;20;19;20;21;35;50;36;40;43;57;40;29;28;41;57;50;43;7;85723.17261;1916.980427
4109105023;EL PRADO-PARQUE MARIA LUISA;Sur;755;336;419;14;26;21;21;20;14;13;16;30;21;32;36;25;14;13;4;11;4;1;12;15;35;24;27;20;13;19;36;30;33;41;26;19;19;7;13;19;11;1212942.664;5011.091346
4109105029;EL JUNCAL HISPALIS;Sur;839;366;473;15;15;9;16;9;25;23;29;31;23;29;16;15;31;20;36;16;5;3;23;19;12;10;13;12;21;33;22;29;31;25;33;35;37;56;34;15;13;39926.97998;972.0549565
4109105036;LA OLIVA;Sur;1155;526;629;16;27;25;13;29;28;24;36;47;38;35;28;19;36;46;40;26;9;4;14;16;17;23;33;34;38;38;35;43;48;27;36;58;57;53;30;23;6;120602.2188;1503.166606
4109105043;POLIGONO SUR;Sur;1697;818;879;33;39;46;57;55;63;53;62;53;49;92;72;38;40;28;15;12;7;4;29;31;46;52;65;49;47;47;60;77;104;75;51;35;27;32;27;19;6;210043.1951;2626.248983
4109104007;LOS PAJAROS;Cerro Amate;701;348;353;9;9;19;17;22;27;23;30;28;25;29;34;28;15;10;6;5;9;3;14;11;10;18;14;26;22;31;18;32;22;27;30;15;11;14;17;14;7;28791.22046;1191.376135
4109104020;EL CERRO;Cerro Amate;930;434;496;13;17;14;18;18;29;37;28;32;41;31;43;29;24;22;14;14;9;1;17;17;23;19;20;33;26;29;45;31;33;38;40;30;30;21;23;14;7;56222.7915;1991.60596
4109104022;EL CERRO;Cerro Amate;807;383;424;12;19;26;13;19;31;13;34;29;27;40;23;17;14;18;20;21;6;1;17;19;16;19;18;22;29;27;36;23;29;27;25;20;28;30;26;9;4;85227.37744;1215.449111
4109104024;EL CERRO;Cerro Amate;1571;714;857;24;29;32;22;33;46;58;49;57;66;67;44;46;29;37;34;24;12;5;31;33;40;36;43;56;57;41;59;66;65;60;49;46;57;35;39;30;14;211575.5;2371.803614
4109104037;LA PLATA;Cerro Amate;1008;498;510;24;27;20;17;34;34;34;44;36;38;45;32;25;21;34;16;8;9;0;18;20;19;26;29;30;29;37;39;42;45;29;36;27;23;27;17;11;6;57695.82837;1170.627309
4109104039;EL CERRO;Cerro Amate;914;432;482;26;15;18;26;30;18;32;32;34;33;33;29;27;18;23;17;10;6;5;11;21;28;22;19;34;23;35;39;30;35;32;23;38;39;18;19;10;6;59977.95752;1125.781222
4109104055;PALMETE;Cerro Amate;986;490;496;14;26;30;32;30;39;34;31;34;39;32;35;30;26;23;20;8;4;3;13;26;27;19;31;42;32;29;33;41;35;29;40;30;32;23;9;4;1;164329.4756;1973.583342
4109104057;PALMETE;Cerro Amate;1467;729;738;46;41;61;43;41;41;40;46;76;64;56;51;30;33;30;14;12;3;1;24;50;54;52;38;40;42;49;76;70;60;44;42;34;24;13;20;4;2;1023076.701;6488.476928
4109105003;EL PORVENIR;Sur;1593;718;875;26;44;50;44;40;26;29;41;57;62;55;49;33;45;42;29;21;17;8;24;46;40;43;62;45;56;49;62;72;52;57;48;53;52;37;39;26;12;166222.3767;1726.704885
4109105005;EL PORVENIR;Sur;1337;623;714;37;36;36;40;44;28;29;39;38;50;31;49;43;41;29;25;15;7;6;25;34;35;36;45;38;32;39;47;42;54;59;50;49;46;33;27;10;13;106993.7114;1327.090705
4109105020;GIRALDA SUR;Sur;2452;1182;1270;90;100;104;72;53;45;71;92;111;100;88;64;64;53;31;23;11;7;3;81;92;91;68;58;60;80;111;148;108;83;72;75;47;39;22;10;18;7;292776.6931;2532.771785
4109105022;EL PORVENIR;Sur;1526;728;798;18;32;50;59;81;49;42;18;36;47;68;67;45;42;36;21;10;3;4;18;27;52;68;61;55;29;27;42;52;84;76;56;51;50;20;15;10;5;134907.7429;1994.560462
4109105039;EL JUNCAL HISPALIS;Sur;946;396;550;17;15;19;9;22;26;30;31;37;32;36;22;11;12;10;13;24;23;7;16;21;17;19;22;33;34;33;39;35;41;29;16;20;25;44;51;33;22;60966.80444;1182.494282
4109105041;EL PORVENIR;Sur;2048;935;1113;43;57;54;51;52;54;60;55;64;73;57;58;61;71;56;39;17;5;8;43;47;58;66;68;62;44;71;62;70;85;83;83;89;73;47;30;20;12;124994.6895;1456.948912
4109105056;POLIGONO SUR;Sur;1933;1002;931;93;94;92;87;78;83;70;69;86;64;52;36;32;30;14;10;9;3;0;72;75;78;61;71;86;76;56;71;47;60;38;40;30;31;20;10;3;6;133102.3762;1491.274459
4109106001;TRIANA CASCO ANTIGUO;Triana;1348;597;751;34;26;26;35;35;42;34;35;43;40;42;49;26;37;27;28;22;10;6;22;27;26;24;23;46;54;39;44;48;60;58;41;58;60;43;33;26;19;112839.998;1726.378526
4109104013;AMATE;Cerro Amate;1205;565;640;32;31;40;25;37;34;42;63;54;38;42;34;30;21;17;15;5;5;0;32;31;44;37;28;34;53;63;45;34;46;40;43;33;27;14;17;14;5;69527.67456;1181.240676
4109104030;LOS PAJAROS;Cerro Amate;1300;657;643;38;29;47;35;43;48;52;67;55;54;39;42;34;22;17;16;10;7;2;23;28;33;33;29;43;48;59;58;47;49;52;34;21;27;20;17;14;8;58046.13501;1055.268875
4109104031;JUAN XXIII;Cerro Amate;840;398;442;19;22;20;28;23;27;22;26;28;27;31;33;25;18;14;18;9;5;3;18;16;22;18;25;27;19;32;24;35;37;45;15;23;22;29;17;13;5;68791.89087;1120.969932
4109104045;JUAN XXIII;Cerro Amate;1222;572;650;13;38;18;29;35;47;46;44;35;25;33;44;53;44;30;20;9;8;1;16;14;25;26;31;31;41;35;39;38;53;66;67;56;38;28;16;17;13;32166.32837;906.819661
4109104048;ROCHELAMBERT;Cerro Amate;733;354;379;13;16;31;17;19;21;29;21;27;22;30;22;9;15;21;19;12;6;4;12;17;17;16;14;23;16;34;26;24;31;16;10;35;30;17;22;15;4;32122.55591;1114.783997
